sr_no,date,startup_name,industry_vertical,subvertical,city_location,investors_name,investment_type,amount_in_usd,remarks,city_clean,industry_clean,amount_clean,date_clean
2852,23/04/2015,Craftstvilla,Ethnic Product eCommerce,Unknown,Mumbai,"Sequoia Capital, Nexus venture Partners, Lightspeed Ventures, GFC",Private Equity,"1,80,00,000",Series B,Mumbai,Ethnic Product eCommerce,18000000,4/23/2015
2853,23/04/2015,HeadOut,Last Minute Travel Deals mobile marketplace,Unknown,Bangalore / SFO,"Version One Ventures, 500 Startups, Nexus Venture Partners and Arena Ventures",Seed Funding,"18,00,000",,Bengaluru,Last Minute Travel Deals mobile marketplace,1800000,4/23/2015
2854,23/04/2015,happay,usiness expense management,Unknown,Bengaluru,AngelPrime,Seed Funding,"5,00,000",,Bengaluru,usiness expense management,500000,4/23/2015
2855,23/04/2015,Jugnoo,Auto Rickshaw based Logistics,Unknown,Chandigarh,"Rakesh Mathur, Vikas Taneja & others",Seed Funding,"10,00,000",,Chandigarh,Auto Rickshaw based Logistics,1000000,4/23/2015
2856,23/04/2015,EazyDiner,Restaurant reservation app,Unknown,New Delhi,"Deepak Shahdadpuri, Gulpreet Kohli",Seed Funding,,,New Delhi,Restaurant reservation app,,4/23/2015
2857,23/04/2015,Phone Warrior,Spam Call block App,Unknown,New Delhi,Lightspeed Ventures,Seed Funding,,Pre-Series A,New Delhi,Spam Call block App,,4/23/2015
2858,24/04/2015,Coverfox,Online Insurance Aggregator,Unknown,Mumbai,"Accel US, Accel India, SAIF Partners.",Private Equity,"1,20,00,000",Series B,Mumbai,Online Insurance Aggregator,12000000,4/24/2015
2859,27/04/2015,Torqus,Restaurant Management Platform,Unknown,Pune,S S Mukherji & Others,Seed Funding,"3,50,000",,Pune,Restaurant Management Platform,350000,4/27/2015
2860,27/04/2015,Grab,Food Logistics & Delivery,Unknown,Mumbai,"Oliphans Capital, Haresh Chawla",Seed Funding,"10,00,000",,Mumbai,Food Logistics & Delivery,1000000,4/27/2015
2861,27/04/2015,LogicRoots,Interactive Educational Games,Unknown,Jaipur,"Ah! Ventures, Calcutta Angels,\\xc2\\xa0 91SpringBoard",Seed Funding,"4,00,000",,Jaipur,Interactive Educational Games,400000,4/27/2015
2862,27/04/2015,GIBBS,Clean Tech,Unknown,New Delhi,Infuse Ventures fund,Private Equity,,Series B,New Delhi,Clean Tech,,4/27/2015
2863,28/04/2015,Babajobs,Grey collar Job Board,Unknown,Bengaluru,SEEK Ltd & affiliates,Private Equity,"1,00,00,000",Series B,Bengaluru,Grey collar Job Board,10000000,4/28/2015
2864,28/04/2015,Urban Ladder,Online Furniture ecommerce,Unknown,Bengaluru,"Anand Rajaraman, Venky Harinarayan",Private Equity,,Series D,Bengaluru,Online Furniture ecommerce,,4/28/2015
2865,28/04/2015,Jay Robotix,Robotic Program learning,Unknown,Hyderabad,Cross Border Angels & others,Seed Funding,"2,50,000",,Hyderabad,Robotic Program learning,250000,4/28/2015
2866,28/04/2015,Naaptol.com,Tele-Shopping / eCommerce,Unknown,Mumbai,Mitsui & Co & existing investors,Private Equity,"2,15,00,000",Series C,Mumbai,Tele-Shopping / eCommerce,21500000,4/28/2015
2867,29/04/2015,ReGlobe,Used Gadgets Buy / Refurbishing,Unknown,Gurugram,"Bessemer Ventures, Blume Ventures",Seed Funding,"10,00,000",,Gurugram,Used Gadgets Buy / Refurbishing,1000000,4/29/2015
2868,29/04/2015,Icertis,Cloud Enterprise Software,Unknown,Pune / US,"Greycroft Partners, Fidelity Growth Partners",Private Equity,"60,00,000",Series A,Pune,Cloud Enterprise Software,6000000,4/29/2015
2869,29/04/2015,Tracxn,Startup Analytics platform,Unknown,Bengaluru,SAIF Partners,Private Equity,"35,00,000",Series A,Bengaluru,Startup Analytics platform,3500000,4/29/2015
2870,29/04/2015,Dazo,Mobile Food Ordering app,Unknown,Bengaluru,"Sumit Jain, Aprameya Radhakrishna, Alok Goel, Rajan Anandan, Amit Agrawal, Vinay Goel, Gaurav Munjal, Ashish Dev Kapur",Seed Funding,,,Bengaluru,Mobile Food Ordering app,,4/29/2015
2871,29/04/2015,Tradelab,Financial Markets Software,Unknown,Bengaluru,Rainmatter,Seed Funding,"4,00,000",,Bengaluru,Financial Markets Software,400000,4/29/2015
2872,29/04/2015,PiQube,Hiring Analytics platform,Unknown,Chennai,The HR Fund,Seed Funding,"5,00,000",,Chennai,Hiring Analytics platform,500000,4/29/2015
2873,29/04/2015,Travel Triangle,Online Travel Marketplace,Unknown,Noida,"Bessemer Venture Partners, SAIF Partners",Private Equity,"80,00,000",Series B,Noida,Online Travel Marketplace,8000000,4/29/2015
2874,2/3/2015,TrulyMadly.com,,Unknown,,"Helion Venture Partners, Kae Capital",Private Equity,"55,00,000",Series A,Unknown,Unknown,5500000,3/2/2015
2875,2/3/2015,InstaLively,,Unknown,,Group of Angel Investors,Seed Funding,"1,20,000",,Unknown,Unknown,120000,3/2/2015
2876,3/3/2015,Vserv,,Unknown,,"Maverick Capital, IDG Ventures India",Private Equity,"1,50,00,000",,Unknown,Unknown,15000000,3/3/2015
2877,3/3/2015,Intruo.com,,Unknown,,"Ashutosh Lawania, Alok Goel & others",Seed Funding,,,Unknown,Unknown,,3/3/2015
2878,5/3/2015,Niffler,,Unknown,,SAIF Partners,Seed Funding,"10,00,000",,Unknown,Unknown,1000000,3/5/2015
2879,5/3/2015,CustomFurnish.com,,Unknown,,"Madhukar Gangadi, Satish Reddy, Srini Raju, Srini Koppolu & SIDBI",Private Equity,"25,00,000",,Unknown,Unknown,2500000,3/5/2015
2880,6/3/2015,MapMyGenome,,Unknown,,Rajan Anandan & other angel investors,Private Equity,"12,00,000",,Unknown,Unknown,1200000,3/6/2015
2881,9/3/2015,Crowdfire (formerly Justunfollow),,Unknown,,Kalaari Capital,Private Equity,"25,00,000",,Unknown,Unknown,2500000,3/9/2015
2882,9/3/2015,Bite Club,,Unknown,,"Powai Lake Ventures, Aneesh Reddy, Ashish Kashyap, Alok Mittal",Seed Funding,"5,00,000",,Unknown,Unknown,500000,3/9/2015
2883,10/3/2015,Localbanya,,Unknown,,Shrem Strategies,Private Equity,,Series B,Unknown,Unknown,,3/10/2015
2884,11/3/2015,Appedo,,Unknown,,Undisclosed Investors,Seed Funding,"10,00,000",,Unknown,Unknown,1000000,3/11/2015
2885,11/3/2015,Fitraq.com,,Unknown,,Tarun Arora,Seed Funding,"1,50,000",,Unknown,Unknown,150000,3/11/2015
2886,11/3/2015,ChargeBee,,Unknown,,"Tiger Global, Accel Partners",Private Equity,"50,00,000",Series B,Unknown,Unknown,5000000,3/11/2015
2887,11/3/2015,Groupon India,,Unknown,,Sequoia Capital,Private Equity,"2,00,00,000",,Unknown,Unknown,20000000,3/11/2015
2888,12/3/2015,Process 9,,Unknown,,"IAN Ventures, Alok Sharma, Kris Gopalakrishnan, Saurabh Srivastava, Ajai Chowdhry",Seed Funding,,,Unknown,Unknown,,3/12/2015
2889,12/3/2015,MoonFrog Labs,,Unknown,,"Tiger Global, Sequoia Capital.",Private Equity,"1,50,00,000",Series A,Unknown,Unknown,15000000,3/12/2015
2890,13/03/2015,Foodpanda,,Unknown,,Rocket Internet AG & others,Private Equity,"11,00,00,000",Series C,Unknown,Unknown,110000000,3/13/2015
2891,13/03/2015,Paytm,,Unknown,,Ratan Tata,Private Equity,,More details,Unknown,Unknown,,3/13/2015
2892,13/03/2015,DiabetOmics,,Unknown,,"VentureEast,\\xc2\\xa0 Varaprasad Reddy",Private Equity,"50,00,000",Series C,Unknown,Unknown,5000000,3/13/2015
2893,13/03/2015,Qyk,,Unknown,,"Powai Lake Ventures, Zishan Hayath, Abhishek Goyal, Sahil Barua",Seed Funding,,,Unknown,Unknown,,3/13/2015
2894,14/03/2015,Daily Rounds,,Unknown,,"Kae Capital, GSF, Teruhide Sato",Seed Funding,"5,00,000",,Unknown,Unknown,500000,3/14/2015
2895,14/03/2015,Orobind,,Unknown,,"Zishaan Hayath, Lalit Mangal, Harpreet Singh Grover",Seed Funding,"2,00,000",,Unknown,Unknown,200000,3/14/2015
2896,14/03/2015,Routofy,,Unknown,,"Kunal Bahl, Rohit Bansal",Seed Funding,,,Unknown,Unknown,,3/14/2015
2897,16/03/2015,Digital Gorkha,,Unknown,,Ramesh kavediya,Seed Funding,"1,66,000",,Unknown,Unknown,166000,3/16/2015
2898,16/03/2015,NestAway,,Unknown,,"IDG Ventures, Naveen Tewari",Seed Funding,"13,00,000",,Unknown,Unknown,1300000,3/16/2015
2899,16/03/2015,The Better India,,Unknown,,I-cube-N,Seed Funding,"1,66,000",,Unknown,Unknown,166000,3/16/2015
2900,16/03/2015,Meru Cabs,,Unknown,,Value Fund Advisors,Private Equity,"5,00,00,000",,Unknown,Unknown,50000000,3/16/2015
2901,17/03/2015,GolfLAN,,Unknown,,YourNest Angel Fund,Seed Funding,,,Unknown,Unknown,,3/17/2015
2902,18/03/2015,Drivestream,,Unknown,,Wipro,Private Equity,"50,00,000",,Unknown,Unknown,5000000,3/18/2015
2903,18/03/2015,wWhere,,Unknown,,Group of Angel Investors,Seed Funding,"2,00,000",,Unknown,Unknown,200000,3/18/2015
2904,18/03/2015,GoJavas,,Unknown,,Snapdeal,Private Equity,,"Minority stake, Strategic",Unknown,Unknown,,3/18/2015
2905,19/03/2015,Tripoto,,Unknown,,"IDG Ventures, Outbox Ventures",Private Equity,"20,00,000",Pre-Series A,Unknown,Unknown,2000000,3/19/2015
2906,19/03/2015,Graphic India,,Unknown,,"CA Media LP,\\xc2\\xa0 Start Media.",Seed Funding,"28,00,000",,Unknown,Unknown,2800000,3/19/2015
2907,20/03/2015,Harness Handitouch,,Unknown,,Armat Group,Private Equity,,Series A,Unknown,Unknown,,3/20/2015
2908,20/03/2015,Lets Corp,,Unknown,,Wu Chay Chin,Seed Funding,"30,00,000",,Unknown,Unknown,3000000,3/20/2015
2909,20/03/2015,CollateBox,,Unknown,,LetsVenture,Seed Funding,"1,80,000",,Unknown,Unknown,180000,3/20/2015
