"sr_no","date_clean","startup_name","industry_clean","subvertical","city_clean","investors_name","investment_type","amount_clean"
"2288","11/30/2015","Butterfly Interactive","extra curricular activities marketplace app","Unknown","New Delhi","Undisclosed investors","Seed Funding",""
"2289","11/30/2015","Bro4U","Hyperlocal Online Home services provider","Unknown","Bengaluru","Sargod Ventures","Seed Funding",""
"2290","10/1/2015","Indifi","Easy Business Loans platform","Unknown","Gurugram","Accel Partners, Elevar Equity, Pramod Bhasin, Rajan Anandan, Gaurav Dalmia, Abhishek Goyal, Gagan Hasteer , Arun Tadanki","Seed Funding",""
"2291","10/1/2015","Wydr","Performance based Wholesale Marketplace","Unknown","New Delhi","Sandeep Aggarwal","Seed Funding",""
"2292","10/1/2015","EasyFix","Professional Services Marketplace","Unknown","Gurugram","Axilor Ventures","Seed Funding",""
"2293","10/1/2015","Muvizz","Movie-on-demand platform","Unknown","Singapore","Ashish Todi, Abhinav Patodia, Kumar Shwetabh","Seed Funding","350000.0"
"2294","10/1/2015","Abhibus","us ticketing and fleet management platform","Unknown","Hyderabad","Paytm (One97 communications)","Private Equity",""
"2295","10/1/2015","Cleartax","Online Income Tax Filing platform","Unknown","New Delhi","Paytm (One97 communications)","Private Equity",""
"2296","10/2/2015","Shopalyst","Product discovery & recommendation platform","Unknown","Bengaluru","Kalaari Capital","Private Equity","2000000.0"
"2297","10/3/2015","Chillr","Mobile Payments App","Unknown","Mumbai","Sequoia Capital","Private Equity","6000000.0"
"2298","10/5/2015","Nykaa","Beauty & Wellness Products e-tailer","Unknown","Mumbai","Harsh Mariwala, Atul Nishar, Dalip Pathak, Michael Carlos","Private Equity","9500000.0"
"2299","10/5/2015","Voylla","Fashion jewelry and accessories e-tailer","Unknown","Jaipur","Peepul Capital","Private Equity","15000000.0"
"2300","10/5/2015","IndiaLends","Online Consumer Lending platform","Unknown","New Delhi","DSG consumer Partners, Paragon Partners","Private Equity","1000000.0"
"2301","10/5/2015","Rock N Shop","Premium Apparel shopping portal","Unknown","New Delhi","High Networth Individuals (undisclosed)","Seed Funding","150000.0"
"2302","10/6/2015","DocPlexus","Exclusive Platform for Doctors & Healthcare professionals","Unknown","Pune","Uniqorn ventures, ASP Consulting","Seed Funding","700000.0"
"2303","10/6/2015","WorkIndia","Job Board","Unknown","Mumbai","Satyen Kothari, Keshav Sanghi, Riddhesh Gandhi & Others","Seed Funding","500000.0"
"2304","10/6/2015","SportzVillage","Sports Management & Physical Education Business","Unknown","Bengaluru","Gaja Capital Private Equity Fund","Private Equity","10000000.0"
"2305","10/6/2015","SportyBeans","multi-sport program for preschoolers","Unknown","Pune","YouWeCan Ventures","Seed Funding",""
"2306","10/6/2015","Burger Singh","QSR & Online delivery portal","Unknown","Gurugram","Ashvin Chadha, Avtar Monga, Udaan Angels, Dheeraj Jain","Seed Funding","500000.0"
"2307","10/6/2015","Welcome Cure","Online Homeopathy Clinic","Unknown","Mumbai","Unnamed Media house and HNIs","Private Equity","6000000.0"
"2308","10/7/2015","SchoolGuru","E-Learning Service Provider","Unknown","Mumbai","High Networth Individuals from India & USA","Private Equity","3000000.0"
"2309","10/7/2015","Naturally Yours","Organic Food etailer","Unknown","Mumbai","Sanjay Mehta","Seed Funding",""
"2310","10/7/2015","GoJavas","Delivery & Logistics Service provider","Unknown","Gurugram","Snapdeal","Private Equity","20000000.0"
"2311","10/7/2015","Scandid","Product Discovery & comparison App","Unknown","Pune","Micromax Informatics","Private Equity",""
"2312","10/7/2015","StalkBuyLove","Online Apparels Fashion brand","Unknown","New Delhi","Mato Peric, Peter Kabel & others","Private Equity",""
"2313","10/8/2015","ZuperMeal","Home Cooked Food marketplace & Delivery","Unknown","Mumbai","Sanjeev Kapoor,\\xc2\\xa0 Ravi Saxena & Others","Private Equity","2000000.0"
"2314","10/8/2015","Cube26","Gesture based Mobile Development","Unknown","New Delhi","Tiger Global Management, Flipkart","Private Equity","7700000.0"
"2315","10/8/2015","Mobikon","Hotel Mobile CRM Software platform","Unknown","Pune","Life.SREDA, Qualgro","Private Equity",""
"2316","10/8/2015","Grabhouse","Rental Accommodation Search platform","Unknown","Bengaluru","Sequoia and Kalaari Capital.","Private Equity","10000000.0"
"2317","10/8/2015","Quifers","Logistics Tech Platform","Unknown","Mumbai","Vikas Agarwal, Vishal Khare, Sanjeev Kakkar, Smile Group","Seed Funding","310000.0"
"2318","10/9/2015","Stockroom.io","Developer Portfolio Showcase platform","Unknown","Hyderabad","Undisclosed Investors","Seed Funding","70000.0"
"2319","10/9/2015","Curofy","Doctors Network Mobile App","Unknown","New Delhi","RoundGlass Partners","Private Equity",""
"2320","10/9/2015","Cloud Lending","End-to-End Lending platform","Unknown","Bengaluru","SF Capital Group","Private Equity","8000000.0"
"2321","10/9/2015","Inayo","on-demand healthcare marketplace","Unknown","Mumbai","Kemark Ventures, Amit Ranjan, Zishaan Hayath and Others","Seed Funding","300000.0"
"2322","10/9/2015","WoNoBo","360-degree view creating platform","Unknown","Bengaluru","Quikr","Private Equity",""
"2323","10/9/2015","Kulzy","Advertising & Marketing Community Networking platform","Unknown","New Delhi","Seedfund, Bedrock Ventures","Seed Funding","1000000.0"
"2324","10/9/2015","Zeppery","Food Ordering & Delivery App","Unknown","New Delhi","Suyash Sharma","Seed Funding","77000.0"
"2325","10/12/2015","Zify","Ride Sharing platform","Unknown","Hyderabad","Sean O\\xe2\\x80\\x99Sullivan & Others","Seed Funding","190000.0"
"2326","10/12/2015","Faircent","Online P2P lending marketplace","Unknown","Gurugram","Aarin Capital Partners","Private Equity",""
"2327","10/12/2015","Bizongo","B2B marketplace for industrial goods","Unknown","Mumbai","Accel Partners","Seed Funding",""
"2328","10/12/2015","Gridle","Cloud Based Collaboration platform","Unknown","Ahmedabad","LetsVenture","Seed Funding","100000.0"
"2329","10/12/2015","Tripoto","global community for travellers","Unknown","New Delhi","500 Startups, IDG Ventures & Advantedge fund, Neeraj Arora, Leon Seynave","Private Equity",""
"2330","10/12/2015","Mubble","Prepaid Bill manager App","Unknown","Bengaluru","Accel Partners","Private Equity",""
"2331","10/13/2015","Voodoo","Mobile Only Shopping Assistant","Unknown","New Delhi","SAIF Partners","Seed Funding","1000000.0"
"2332","10/13/2015","Lookup","Mobile Messaging Assistant App","Unknown","Bengaluru","Khosla Impact, Biz Stone, Catamaran Ventures, Global Founders Capital, European investment fund","Private Equity","2500000.0"
"2333","10/14/2015","AskMyGift","Personalized Wish List creator app","Unknown","Noida","Turning Ideas","Seed Funding","50000.0"
"2334","10/14/2015","Gaana.com","Music Streaming mobile app","Unknown","Mumbai","Micromax Informatics Ltd","Private Equity",""
"2335","10/14/2015","Zappfresh","Raw Meat & Ready to eat food etailer","Unknown","Gurugram","Undisclosed Investors","Seed Funding","77000.0"
"2336","10/14/2015","GymTrekker","Gym Discovery platform","Unknown","Mumbai","Dewang Neralla,Roopak Taneja, Manisha Gupta","Seed Funding",""
"2337","10/15/2015","Bounty App","Online Purchase rewards app","Unknown","Bengaluru","Fireside Ventures, Mumbai Angels MAPE Advisory Group.","Seed Funding",""
"2338","10/16/2015","Homers.in","Home rental platform","Unknown","Gurugram","Devesh Rai G, Rajesh Aggarwal, Amitpal Bhutani","Seed Funding",""
"2339","10/16/2015","mShipper","Crowdsourced Delivery platform","Unknown","New Delhi","Vijai Laxmi","Seed Funding",""
"2340","10/16/2015","BolRealty","Real Estate Insights platform","Unknown","New Delhi","Manpreet Singh","Seed Funding",""
"2341","10/17/2015","S-Cube Futuretech","Structural & Civil Engg Service Automation","Unknown","Mumbai","Parampara Capital","Private Equity","1000000.0"
"2342","10/19/2015","LetsVenture","Startup Funding Marketplace","Unknown","Bengaluru","Accel Partners, Anupam Mittal & other marquee investors","Private Equity",""
"2343","10/19/2015","Citrus Payment","Payments Solution platform","Unknown","Mumbai","Sequoia Capital, Ascent Capital, eContext Asia, Beenos Asia","Private Equity","25000000.0"
"2344","10/19/2015","Holidify","Travel Destination Discovery platform","Unknown","New Delhi","Aarti Group","Seed Funding","100000.0"
"2345","10/20/2015","PrimaSeller","Order Fulfillment SAAS platform","Unknown","Bengaluru","Dr. Aniruddha Malpani Manish Gupta, M&S Partners & others","Seed Funding",""
"2346","10/20/2015","Opinio","Last Mile Delivery Service","Unknown","Bengaluru","Delhivery, Sands Capital and Accel Partners","Private Equity","7000000.0"
"2347","10/20/2015","Attune Technologies","Healthcare IT Solutions & services","Unknown","Chennai","Qualcomm Venture, Norwest Venture Partners","Private Equity","10000000.0"
"2348","10/20/2015","iChef.in","Gourmet Meals Delivery","Unknown","Mumbai","Springboard Ventures","Private Equity",""
"2349","10/21/2015","Jiyo Natural","Healthy Meals Food delivery platform","Unknown","Bengaluru","Indian Angel Network","Seed Funding",""
"2350","10/21/2015","AgentDesks","Real Estate Mobile CRM","Unknown","Unknown","Sierra Ventures, Cota Capital, Vegas Tech Fund","Seed Funding","2950000.0"
"2351","10/21/2015","White Owl Brewery","Micro-Brewery","Unknown","Mumbai","Arihant Patni, RAAY Global Investments","Private Equity","1530000.0"
"2352","10/21/2015","MealHopper","Home Made Food Marketplace","Unknown","Gurugram","Alok Bajpai, Rajnish Kumar, Amit Dey","Seed Funding","100000.0"
"2353","10/21/2015","Zenify.in","residential rental management platform","Unknown","Bengaluru","Atul Jalan, Shrikanth & Bharath","Seed Funding","640000.0"
"2354","10/21/2015","Stockal","Personalized Stock Intelligence Platform","Unknown","Bengaluru","R Natarajan, Mohan Alexander","Seed Funding",""
"2355","10/23/2015","Medd","Personal Diagnostic Mobile App","Unknown","Mumbai","Group of Angel investors","Seed Funding","150000.0"
"2356","10/23/2015","Leaping Caravan","Online food ordering & Delivery service","Unknown","Gurugram","Group of Angel investors","Seed Funding","150000.0"
"2357","10/23/2015","Frsh","Online food ordering & Delivery service","Unknown","Gurugram","Mumbai Angels, Mayank Bhangdia, Kae Capital","Private Equity","1000000.0"
"2358","10/23/2015","Qik Stay","Hotel Aggregator & booking platform","Unknown","New Delhi","ID Enablers Pvt Ltd","Seed Funding","250000.0"
"2359","10/26/2015","Parcelled","Online Logistics Platform","Unknown","Bengaluru","Delhivery","Private Equity","5000000.0"
"2360","10/26/2015","AlmaMapper","Online Student & Campus Social Networking platform","Unknown","Ahmedabad","Oswal Techno Ventures LLP","Seed Funding","400000.0"
"2361","10/26/2015","Flexing It","Professionals & Project Search Marketplace","Unknown","New Delhi","undisclosed private investors","Seed Funding","500000.0"
"2362","10/26/2015","Netmeds.com","Online Pharmacy","Unknown","Chennai","OrbiMed, Pradip Dadha Group","Private Equity","50000000.0"
"2363","10/26/2015","Razorpay","Online Payment Gateway","Unknown","Jaipur","Tiger Global Management, Matrix Partners","Private Equity","9000000.0"
"2364","10/27/2015","Jombay","Psychometric Test Online Software","Unknown","Pune","Ventureworks India","Private Equity",""
"2365","10/27/2015","Happitoo","Location based Nightlife recommendation Platform","Unknown","Mumbai","Unnamed investor","Seed Funding","77000.0"
"2366","10/27/2015","Care24","Professional Health Services Platform","Unknown","Mumbai","India Quotient","Seed Funding","350000.0"
"2367","10/27/2015","Roadrunnr","Hyperlocal Logistics Service","Unknown","Bengaluru","Sequoia Capital, Nexus Venture Partners","Private Equity","10000000.0"
"2368","10/27/2015","Simpli5d","Online user engagement platform","Unknown","Gurugram","Redcliffe Capital, YourNest Angel Fund","Private Equity",""
"2369","10/28/2015","ORIGA Leasing","Asset Financing platform","Unknown","Mumbai","ah! Ventures, 500 Startups & Other HNIs","Seed Funding","1100000.0"
"2370","10/28/2015","Smartivity.in","Virtual Reality activity based learning platform","Unknown","New Delhi","S Chand and Co Pvt Ltd","Seed Funding","200000.0"
"2371","10/28/2015","UrDoorStep","Online Grocery Store","Unknown","Bengaluru","Jupiter Capital","Private Equity",""
"2372","10/29/2015","Tavaga","Investment management platform","Unknown","Mumbai","Tracxn Syndicate","Seed Funding",""
"2373","10/29/2015","Moglix","Industrial Toons Marketplace","Unknown","Noida","Accel Partner, Jungle Ventures","Private Equity",""
"2374","10/29/2015","ZopHop","Public Commute helper App","Unknown","Mumbai","Amit Singhal, PK Gulati & others","Seed Funding","450000.0"
"2375","10/30/2015","Niki.ai","Artificial Intelligence Ecommerce Chatbot","Unknown","Bengaluru","Unilazer Ventures","Seed Funding",""
"2376","10/30/2015","Instavans","Truck Aggregator & Logistics service","Unknown","Bengaluru","Suresh Vaswani","Seed Funding",""
"2377","10/30/2015","LiftO","Ridesharing Mobile app","Unknown","Mumbai","Rajesh Bhatia, Dheeraj Mehta & Others","Seed Funding","130000.0"
"2378","10/30/2015","TinyOwl","Food Discovery & Delivery Mobile app","Unknown","Mumbai","Sequoia Capital, Matrix Partners","Private Equity","7500000.0"
"2379","10/30/2015","Toppr.com","Competitive exam learning platform","Unknown","Mumbai","InnoVen Capital","Private Equity","2000000.0"
"2380","10/30/2015","Kleeto","Document Digitization platform","Unknown","Gurugram","GREX","Seed Funding","230000.0"
"2381","10/30/2015","BeaconsTalk","proximity marketing & Mobile Advertising platform","Unknown","Mumbai","Puneet Bhatia & others","Seed Funding","80000.0"
"2382","10/31/2015","Jugnoo","Autorickshaw Aggregator & Booking platform","Unknown","Chandigarh","Paytm","Private Equity","10000000.0"
"2383","9/1/2015","TOFlo","FinTech Startup Incubation platform","Unknown","Mumbai","Tania Johny Palathinkal","Seed Funding","100000.0"
"2384","9/1/2015","FXMartIndia","Payment Services platform","Unknown","Chandigarh","Flipkart","Private Equity",""
"2385","9/1/2015","Stylecracker","Personalized Styling platform","Unknown","Mumbai","Group of HNI investors","Private Equity","1000000.0"
"2386","9/1/2015","Luxuryhues","Luxury goods Shopping Platform","Unknown","Gurugram","Reliance Capital","Private Equity","900000.0"
"2387","9/2/2015","HolaChef","Food Delivery Platform","Unknown","Mumbai","Ratan Tata","Private Equity",""
"2388","9/2/2015","Zivame","Online Lingerie Marketplace","Unknown","Bengaluru","Zodius Technology Fund, Khazanah Nasional Berhad","Private Equity","40000000.0"
"2389","9/2/2015","Capillary Tech","Cloud software solutions","Unknown","New Delhi","Warburg Pincus, Sequoia Capital, Norwest Venture Partners","Private Equity","45000000.0"
"2390","9/3/2015","Jobspire","Job Search Platform","Unknown","Bengaluru","Purvi Capital","Seed Funding","260000.0"
"2391","9/3/2015","MeraDoctor","Doctor consultancy Mobile App","Unknown","Mumbai","India Quotient & other investors","Seed Funding",""
"2392","9/3/2015","Vistaar Finance","Small Business Financing (NBFC)","Unknown","Bengaluru","WestBridge Capital, Omidyar Network, Elevar Equity, Saama Capital,\\xc2\\xa0 Lok Capital","Private Equity","40000000.0"
"2393","9/3/2015","HiJinny","Beauty & Wellness Services Marketplace","Unknown","Mumbai","CMYK Health Boutique Pvt Ltd & Other individual investors","Seed Funding",""
"2394","9/4/2015","Clapsnslaps","Online Movie Review Platform","Unknown","Mumbai","R M Picture Company Pvt. Ltd.","Seed Funding","150000.0"
"2395","9/4/2015","Blubox","ECommerce Brands\\xe2\\x80\\x99 Full Service Agency","Unknown","Mumbai","Ashish Jhalani","Seed Funding","100000.0"
"2396","9/4/2015","RoomCentral","Cloud-based Hotel Booking Platform","Unknown","Bengaluru","Karanpal Singh","Seed Funding","2000000.0"
"2397","9/7/2015","YouthKiAwaaz","Community Driven News/Views Platform","Unknown","New Delhi","Raghav Bahl, Ritu Kapur","Seed Funding","600000.0"
"2398","9/7/2015","Prozo","Study Material Marketplace","Unknown","New Delhi","Nalin Jain, Shomil Pant, Dinesh Kundu & others","Seed Funding","205000.0"
"2399","9/7/2015","Zomato","Restaurant Ratings & Reviews platform","Unknown","Gurugram","Temasek, Vy Capital","Private Equity","60000000.0"
"2400","9/7/2015","Sahayog Dairy","Dairy Based Product Manufacturer","Unknown","Bhopal","Acumen Fund","Private Equity","1800000.0"
